stdnt_id,schl_id,sample,grade,gender,poverty,race,minority,disabili,foodsecu,ses,kfall_ma,ksprng_m,g1fall_m,g1sprng_,g3Math,kfall_re,ksprng_r,g1fall_r,g1sprn_1,g3Read,schl_typ,s2kminor,pcnt_flu,pcnt_rlu,filter_$,racenew,passmath1,int
20,0002,1,4,2,2,1,1,2, , ,20.14,30.45, ,48.9,74.13,21.74,32.37, ,61.33,96.16,4,1,46.2,8.77, ,1,0,1
29,0006,1,4,1,2,1,1,2, ,.83,29.51,37.27, ,81.61,93.36,32.74,41.8, ,61.26,101.43,4,1,7.46,7.22,1,1,0,1
88,0011,2,4,2,2,1,1,2, , ,32.69,34.1, ,58.9,92.99,41.36,62.93, ,107.4,136.35,4,1,17.21,10.39, ,1,0,1
95,0011,1,4,1,2,1,1,2, , ,15.14,27, ,43.59,73.11,25.2,28.22, ,55.56,90.99,4,1,17.21,10.39, ,1,0,1
152,0020,1,4,1,2,1,1,1, , ,17.96,23.22, ,35.3,53.96,25.01,29.01, ,40.58,60.02,4,1,-9,-9, ,1,0,1
165,0022,2,4,1,2,1,1,2, ,.15,16.52,21,34.79,42.91,86.37,23.82,40.34,46.05,61.99,125.25,4,1,16.29,7.17,1,1,0,1
172,0022,1,4,1,2,1,1,1, ,1.91,23.31,35.55,34.69,48.02,94.84,21.02,39.15,43.14,48.16,102.78,4,1,16.29,7.17,1,1,0,1
173,0023,1,4,1,2,1,1,1,4.8, ,14.83,24.54,26.86,42.91,94.52,16.9,28.2,40.11,56.28,124.48,4,1,29.5,10.76, ,1,0,1
218,0026,2,4,2,2,1,1,2, ,.68,24.8,40.23, ,54.08,98.48,39.87,40.62, ,54.07,124.78, , , , ,1,1,0,1
220,0026,1,4,2,2,1,1,1, ,1.14,29.03,34.05, ,80.67,101.57,36.34,42.81, ,101.76,139.21, , , , ,1,1,1,1
221,0026,1,4,2,2,1,1,2, , ,18.16,28.69, ,57.05,85.48,22.6,38.47, ,99.37,125.25, , , , , ,1,0,1
222,0026,1,4,1,2,1,1,1, , ,20.96,31.18, ,45.33,76.86,32.69,35.5, ,58,110.29, , , , , ,1,0,1
225,0028,2,4,1,2,1,1,2,1.4,.11,20.28,34.44,40.33,54.11,98.76,24.38,39.45,53.78,94.57,101.49,1,1,0,0,1,1,0,1
227,0028,1,4,1,2,1,1,2, , ,47.26,58.97,49.27,78.26,98.5,50.21,75.74,77.28,106.03,138.18,1,1,0,0, ,1,0,1
228,0028,1,4,2,2,1,1,2, ,1.21,25.45,32.19,38.84,78.21,79.19,37.76,46.18,55.33,83.45,129.56,1,1,0,0,1,1,0,1
258,0033,2,4,2,2,1,1,2, ,.14,20.08,22.69, ,46.2,92.43,24.05,25.16, ,59.43,123.42,4,1,3.75,2.04,1,1,0,1
289,0036,2,4,2,1,2,2,2, , ,11.97,19.44, ,37.49,66.92,20.89,26.71, ,46.87,76.74,4,3,23.43,5.45, ,2,0,1
317,0038,2,4,1,1,2,2, , , ,38.18,42, ,63.19,104.84,69.06,78.15, ,108.77,131.94, , , , , ,2,1,1
324,0038,2,4,2,2,1,1,1,1.4, ,31.48,37.49, ,57.01,91.77,23.16,38.56, ,66.34,104.13, , , , , ,1,0,1
329,0038,1,4,2,2,1,1,1, , , , , ,17.88,55.63, , , ,29.3,79.81, , , , , ,1,0,1
371,0041,1,4,2,2,1,1,2, ,1.77,43.93,67.59, ,89.48,115.12,65.03,81.94, ,115.31,140.57,2,1,0,0,1,1,1,1
444,0046,2,4,1,2,2,2,2, , ,19.68,24.92, ,45.5,49.12,24.06,28.05, ,53.28,87.1,4,5,93,23, ,2,0,1
447,0046,1,4,1,2,2,2, , , ,18.27,22.23, ,44.07,65.56,25.19,25, ,55.79,103.59,4,5,93,23, ,2,0,1
472,0051,1,4,2,2,1,1,2, ,.51,17.66,26.95, ,53.17,89.47,24.43,35.89, ,54.95,113.38,1,1,-9,-9,1,1,0,1
476,0051,2,4,2,2,1,1,2, ,.23,25.92,36.51, ,59.68,93.94,33.93,50.27, ,76.98,124.99,1,1,-9,-9,1,1,0,1
513,0053,1,4,1,2,1,1,2, ,.96,43.72,51.68,59.84,82.17,107.93,41.3,44.26,43.92,74.65,130.17,4,1,.15,.15,1,1,1,1
12338,0054,2,4,1,2,1,1,2, ,1.58,18.26,28.12,27.59,62.76,83.56,27.57,29.68,34.05,46.06,73.39, , , , ,1,1,0,1
12341,0054,1,4,1,2,1,1,2, ,.57,34.2,39.27,45.73,68.06,103.87,34.86,45.64,45.01,81.68,124.65, , , , ,1,1,1,1
549,0055,2,4,1,2,1,1,2, , ,37,40,47.5,72.05,108.52,35.25,41.46,47.83,87.11,122.88,4,1,4.73,.95, ,1,1,1
561,0056,1,4,1,2,1,1,2, ,.2,18.48,19.05,32.82,49.25,95.32,26.09,25.14,38.07,67.84,133.94,4,1,-9,-9,1,1,0,1
567,0057,1,4,1,2,1,1,2, ,.39,27.55,37.28,41.32,59.01,110.55,25.93,40.06,43.96,78.92,118.59,4,1,-9,-9,1,1,1,1
617,0064,2,4,1,1,3,1,1, , ,11.81,21.48, ,39.03,89.56, , , ,42.18,91.83,4,5,-9,-9, ,4,0,1
669,0068,1,4,1,2,1,1,1, , ,14.11,23.18, ,45.9,71.1,24.46,31.14, ,63.38,102.35, , , , , ,1,0,1
793,0081,1,4,2,2,1,1,2, ,1.69,13.77,22.18, ,40.11,73.83,26.96,39.45, ,54.03,108.5,4,1,-9,-9,1,1,0,1
826,0085,1,4,1,2,1,1,2, ,.22,44.28,58.15, ,96.02,112.25,43.26,57.97, ,91.2,122.21,1,2,-9,-9,1,1,1,1
837,0085,2,4,2,2,1,1,2, ,.68,26.02,37.84, ,58.05,105.89,31.06,46.16, ,83.64,131.69,1,2,-9,-9,1,1,1,1
882,0093,1,4,2,2,1,1,2, , ,15.2,24.45, ,46.91,62.65,19.22,28.59, ,49.83,101.47,4,1,2.54,1.52, ,1,0,1
898,0095,1,4,1,2,2,2,2, ,1.52,34,35.85,40.76,63.26,105.12,33.06,48.85,52.1,98.8,116.2,4,4,25.82,3.57,1,2,1,1
922,0097,1,4,2,2,1,1,1, , ,21.82,23.32,26.14,40.2,68.76,26.66,31.09,37.72,70.69,124.06,2,1,93,0, ,1,0,1
944,0099,2,4,1,2,3,1,1, , ,13.05,27.96, ,57.5,83.94,14.95,32.34, ,54.82,121.08,4,4,9.11,1.3, ,4,0,1
1059,0116,2,4,2,2,1,1,2, , ,19.72,27.76, ,46.27,88.74,25.34,30.84, ,88.02,106.15,4,3,5.42,1.08, ,1,0,1
1095,0119,1,4,1,2,2,2,1, , ,16.13,28.99, ,51.7,74.32,24.83,39, ,64.78,93.55,1,5,-9,-9, ,2,0,1
1149,0125,1,4,1,1,3,1,1,5.4, , ,25.73, ,40.65,68.1, ,25.78, ,35.68,69.27, , , , , ,4,0,1
1168,0128,1,4,1,2,1,1,2, ,.59,29.92,40.83, ,65.25,99.39,36.36,40.41, ,57.86,124.45,4,2,7.68,3.58,1,1,0,1
1180,0131,2,4,2,1,3,1,2, , ,25.49,24.9, ,47.04,93.66,26.96,35.29, ,69.59,114.84,4,4,-9,-9, ,4,0,1
1187,0131,1,4,1,2,2,2,2, , ,17.59,24.94, ,48.33,73.37,31.42,30.74, ,53.47,102.23,4,4,-9,-9, ,2,0,1
1211,0133,1,4,2,2,1,1,2, ,1.38,38.56,47.76, ,88.49,112.01,35.54,43.34, ,75.82,140.32,4,1,9.91,3.38,1,1,1,1
1239,0134,1,4,1,2,1,1,2, , ,36.83,45.03, ,86.76,112.29,31.34,41.57, ,78.08,135.48,4,1,4.04,2.11, ,1,1,1
1281,0143,1,4,2,1,5,2,1, , ,34.5,46.12, ,86.22,93.29,35.31,43.56, ,92.1,133.32,4,4,5.41,5.41, ,5,0,1
1282,0143,1,4,1,2,5,2,1, ,.36, ,31.3, ,58.26,103, ,40.98, ,66.74,114.76,4,4,5.41,5.41,1,5,1,1
1299,0144,1,4,1,2,3,1,2, ,.87, ,30.76, ,51.61,87.9, ,39.61, ,48.1,122.94,1,3,-9,-9,1,4,0,1
1344,0147,1,4,1,2,1,1,2, ,.27,20.77,38.34, ,66.28,99.46,34.06,50.34, ,88.03,108.39,4,2,-9,-9,1,1,0,1
1346,0147,1,4,1,2,1,1,2, , ,20.71,30.49, ,45.72,68.38,30.42,36.94, ,78.45,88.53,4,2,-9,-9, ,1,0,1
1426,0155,2,4,1,2,1,1,1, ,.27,30.31,41.03, ,65.5,108.37,35.82,41.21, ,113.42,130.51,1,3,0,0,1,1,1,1
1431,0155,2,4,1,2,1,1,2, , ,22.8,46.93, ,67.68,104.37,26.91,41.24, ,75.47,125.66,1,3,0,0, ,1,1,1
1450,0157,1,4,2,2,1,1,1, ,.32,26.25,44.81,40.24,57.43,95.55,39.88,71.31,76.74,108.89,112.95,1,5,0,0,1,1,0,1
1457,0157,1,4,1,2,2,2,1, ,.35,22.93,33.73,43.6,57.35,92.13,25.8,27.26,32.79,53.81,95.8,1,5,0,0,1,2,0,1
1462,0159,2,4,1,2,5,2,2, , ,18.91,38.48, ,48.14,85.61,24.88,45.24, ,88.61,110.3,1,3,-9,-9, ,5,0,1
1522,0167,2,4,2,2,5,2,2, ,1.43,33.42,45.63, ,74.76,100.56,43.2,65.52, ,96.23,124.25, , , , ,1,5,1,1
1560,0170,1,4,2,2,2,2,2, ,1.03,40.14,52.29, ,72.21,101.03,40.6,64.29, ,102.24,130.9, , , , ,1,2,1,1
1567,0171,2,4,2,2,2,2,2, , ,24.14,23.99, ,41.88,65.24,25.43,36.23, ,57.43,90.68,4,3,46.94,21.87, ,2,0,1
1623,0176,1,4,2,2,1,1,2, ,.66,34.8,42.62, ,48.83,98.59,52.49,72.41, ,89.53,134.74,4,1,-9,-9,1,1,0,1
1626,0176,1,4,2,2,1,1,2, ,.3,19.04,29.26, ,62.65,90.59,21.08,34.29, ,54.6,111.99,4,1,-9,-9,1,1,0,1
1631,0176,2,4,1,2,1,1,2, ,1.12,22.79,26.95, ,68.22,107.35,30.26,32.02, ,68.1,118.07,4,1,-9,-9,1,1,1,1
1707,0185,2,4,2,2,1,1,2, ,.05,13.63,26.63, ,39.14,92.73,21.1,36.06, ,64.11,103.34,4,4,-9,-9,1,1,0,1
1757,0189,1,4,1,2,1,1,1, ,1.08,37.34,47.92, ,79.29,107.2,32.92,46.05, ,90.43,126.16,2,2,-9,-9,1,1,1,1
1794,0194,1,4,1,2,1,1,2, , ,18.62,36.43, ,54.26,84.44,23.59,38.02, ,54.32,102.61,4,3,59.18,0, ,1,0,1
1828,0196,1,4,2,2,1,1,2, ,.23,63.16,64.69,68.68,79.47,116.82,54.21,62.72,83.76,113.82,131.61,1,1,6.77,7.29,1,1,1,1
1892,0207,2,4,2,2,1,1,2, ,.03, ,25.78, ,48.08,70.03, ,32.69, ,62.04,93.59,4,1,-9,-9,1,1,0,1
1937,0213,2,4,1,2,1,1,2, , ,21.16,28.68, ,50.37,97.35,23.16,36.79, ,93.3,95.77,4,1,12.89,4.7, ,1,0,1
1946,0214,2,4,1,2,1,1,2, ,.46,21.22,28.53,41.57,64.38,104.31,26,43.83,44.89,80.31,141.73,4,1,36.38,8.05,1,1,1,1
1955,0214,2,4,1,2,1,1,1, , ,23.76,33.23,40.57,51.95,104.72,23.57,32.55,41.03,64.48,115.66,4,1,36.38,8.05, ,1,1,1
1979,0216,2,4,2,2,1,1,2, ,.12,23.33,38.47,44.13,80.4,102.03,26.45,47.37,61.61,103.53,130.43,4,4,74.93,7.56,1,1,1,1
2025,0223,1,4,1,2,1,1,2, ,.72,15.01,28.93, ,42.91,82.07,23.6,33.68, ,60.67,100.89,4,1,-9,-9,1,1,0,1
2111,0240,1,4,2,1,2,2,2, , ,21.83,29.69,37.27,60.66,71.14,31.48,36.99,47.32,67.77,90.62, , , , , ,2,0,1
2131,0242,1,4,1,2,1,1,1, ,1.59,16.3,28.88,35.31,49,70.28,23.5,34.82,45.12,62.41,95.98,2,2,-9,-9,1,1,0,1
2195,0246,1,4,1,2,1,1,1, , ,20.39,24.54, ,48.43,80.11,25.05,30.69, ,64.94,104.2,4,1,93,-9, ,1,0,1
2323,0257,2,4,2,2,1,1,1, , ,34.62,48.63, ,60.35,102.33,44.65,58.29, ,107.25,129.34,1,2,-9,-9, ,1,1,1
2393,0263,1,4,1,2,2,2,2, , ,18.29,32.33, , ,99.61,26.52,40.63, , ,114.85,1,5,-9,-9, ,2,0,1
2423,0266,1,4,2,1,2,2,2,1.4, ,14.93,21.94, ,49.48,73,23.31,34.18, ,70.47,103.25,4,5,-9,-9, ,2,0,1
2454,0270,1,4,2,2,1,1,1, , ,18.53,27.11, ,53.55,97.27,17.86,31.75, ,54.08,119.74,4,1,36.38,6.22, ,1,0,1
2465,0270,1,4,2,2,1,1,2, , ,10.36,24.28, ,48.11,89.66,17.88,25.46, ,49.79,119.51,4,1,36.38,6.22, ,1,0,1
2484,0272,2,4,2,2,1,1,1, ,.89,32.1,41.68, ,82.16,114.63,36.13,44.06, ,94.7,129.79,4,1,-9,-9,1,1,1,1
2507,0273,1,4,1,2,1,1,2, , ,27.16,34.87,42.13,53.64,94.74,32.38,37.29,45.4,66.13,114.7,4,1,8.12,8.12, ,1,0,1
2510,0279,1,4,1,2,5,2,2, ,1.7,22.01,26.32,49.39,53.77,87.18,30.1,61.8,78.89,90.55,117.74, , , , ,1,5,0,1
2514,0279,2,4,1,2,5,2,1, ,1.34, ,46.18,64.36,84.35,99.84, ,75.86,102.55,99.42,123.73, , , , ,1,5,0,1
2584,0288,2,4,1,2,1,1,2, ,.68,20.87,36.39,40,57.78,83,33.24,44.16,41.97,62.78,118.1,1,1,-9,-9,1,1,0,1
2638,0294,2,4,1,2,1,1,1, , ,19.84, ,30.25,53.49,75.35,23.49, ,31.79,58.1,96.04,2,1,9.09,6.06, ,1,0,1
2685,0299,2,4,1,2,1,1,2, ,1.69,23.26,36.89, ,70.92,98.81,25.45,33.84, ,67.14,121.21,2,2,-9,-9,1,1,0,1
2704,0300,2,4,2,2,1,1,2, ,.37,21.9,35.56, ,56.59,94.13,36.18,51.5, ,107.67,136.4,4,1,9.33,3.56,1,1,0,1
2760,0304,2,4,2,2,1,1,2, ,.14, ,30.98, ,61.5,83.75, ,44.97, ,63.9,103.34,4,1,-9,-9,1,1,0,1
2771,0305,1,4,1,2,1,1,2, , , ,41.26, ,71.4,92.44, ,69.64, ,94.79,103.85,4,1,13.33,5.61, ,1,0,1
2805,0307,1,4,1,2,1,1,2, ,1.06,17.89,29.68, ,49.04,94.01,18.73,30.45, ,66.01,102.6,4,1,4.76,3.7,1,1,0,1
2815,0310,2,4,1,2,1,1,2,1.4, ,18.41,23, ,54.3,88.17,19,37.33, ,63.7,111.4,4,3,-9,-9, ,1,0,1
2908,0317,1,4,2,2,1,1,2, , ,28.09,39.43, ,70.41,102.25,25.65,42.53, ,73.18,125.82,4,1,34.62,1.63, ,1,1,1
2963,0324,2,4,2,2,1,1,2, ,.25,20.69,28.14,28.84,51.23,81.6,19.47,26.29,32.72,58.32,95.99,4,2,15.36,2.86,1,1,0,1
2973,0325,2,4,1,2,1,1,1,3.4, , ,27.22, ,75.55,89.45, ,34.37, ,60.37,111.38,4,1,10.94,11.32, ,1,0,1
2997,0326,2,4,1,1,1,1,1, , ,24.74,34.79,37.27,61.33,102.11,22.62,36.66,38.86,58.01,114.53,4,1,1.25,-9, ,1,1,1
3015,0328,1,4,2,1,1,1,2, , ,16.2,17.03, ,37.68,66.57,15.62,20.41, ,34.73,82.73, , , , , ,1,0,1
3167,0343,2,4,1,2,1,1,2, ,.04,32.99,51.88,54.97,79.92,108.61,19.48,45.93,45.17,88.4,140.31,2,1,3.78,2.89,1,1,1,1
3228,0346,2,4,2,2,1,1,2, , ,25.8,34.64, ,51.33,86.12,29.01,31.96, ,61.52,115.24,4,2,18.11,4.91, ,1,0,1
3233,0347,1,4,2,1,1,1,2, , ,32.1,47.98,67.31, ,103.28,28.9,52.33,50.37, ,105.71,4,3,65.45,6.14, ,1,1,1
3299,0351,1,4,2,2,1,1,2, , ,15.33,23.67, ,42.11,75.25,19.81,26.46, ,52.54,103.94,4,1,7.43,9.46, ,1,0,1
3304,0351,1,4,1,2,1,1,1, , ,21.24,40.8, ,64.64,103.13,24.5,30.28, ,65.34,114.29,4,1,7.43,9.46, ,1,1,1
3310,0351,1,4,1,1,1,1,1,1.4, ,7.81,15.44, ,18.34, ,22.11,23.45, ,28.61, ,4,1,7.43,9.46, ,1, ,1
3314,0351,2,4,1,2,1,1,2, , ,31.86,55.57, ,80.14,103.02,22.37,38.94, ,62.03,124.84,4,1,7.43,9.46, ,1,1,1
3349,0357,1,4,1,2,5,2,2, , , , , ,55.22,78.69, , , ,72.43,87.22,4,3,38.86,10.43, ,5,0,1
3384,0359,1,4,2,2,1,1,2, , ,31.35,48.44, ,76.49,102.12,30.69,55.63, ,89.61,122.48,4,1,7.63,8.02, ,1,1,1
3420,0362,2,4,2,2,1,1,2, , ,16.12,20.46, ,44.34,85.86,18.5,27.94, ,73.23,118.43,4,1,13.68,5.55, ,1,0,1
3459,0364,1,4,1,2,1,1,1, , ,23.17,34.88, ,66,92.4,26.85,45.33, ,83.13,134.93,4,1,9.93,7.8, ,1,0,1
3507,0367,1,4,1,2,1,1,2, ,.67, ,34.9, ,67.06,108.85, ,40.94, ,62.5,138.53, , , , ,1,1,1,1
3512,0367,2,4,1,2,1,1,2, ,1.23, ,52.36, ,66.3,108.13, ,48, ,92.97,133.58, , , , ,1,1,1,1
12129,0367,1,4,2,2,1,1,2, ,.66, ,36.55, ,64.62,84.78, ,36.66, ,59.04,103, , , , ,1,1,0,1
12143,0367,1,4,1,2,1,1,2, ,.46, ,38.82, ,70.16,95.55, ,38.73, ,70.51,119.83, , , , ,1,1,0,1
3523,0369,2,4,2,2,1,1, , , ,29.56,44.02, ,59.04,96.99,27.95,47.36, ,94.82,126.02,4,1,16.04,7.35, ,1,0,1
3552,0373,2,4,2,2,1,1,2, ,1.29, ,46.86,77.01,70.92,107.48, ,59.38,71.82,110.64,144.11,4,1,-9,-9,1,1,1,1
3631,0379,1,4,1,2,1,1,2, ,.8,27.81,37.55, ,51.13,96.22,24.29,35.7, ,78.53,124.42,2,1,8.06,9.16,1,1,0,1
3643,0379,2,4,1,2,1,1,2, ,.06,24.88,38.15, ,62.19,90.99,24.9,31.63, ,63.07,118.86,2,1,8.06,9.16,1,1,0,1
3649,0380,2,4,1,2,1,1,2, , ,34.75,50.08,48.95,60.96,91.23,31.2,51.35,53.19,77.91,135.57,4,1,19.34,6.81, ,1,0,1
3651,0380,2,4,2,2,1,1,2,2.6, ,39.46,45.59,50.22,80.35,92.88,34.64,43.11,49.84,89.14,135.11,4,1,19.34,6.81, ,1,0,1
3672,0383,1,4,1,2,1,1,2, ,.5,16.2,30.71, , ,90.47,24.42,26.96, , ,110.49,4,2,15.63,23,1,1,0,1
3729,0387,2,4,2,1,3,1,1, , ,21.48,33.53,40.31,62.61,90.02,22.62,32.77,32.48,55.38,81.5,4,5,29.7,2.04, ,4,0,1
3733,0387,2,4,1,1,4,2,2, , ,14,16.78,25.23,52.51,90.82,16.54,19.57,35.67,65.62,114.41,4,5,29.7,2.04, ,4,0,1
3739,0387,1,4,1,2,4,2,1, , ,10.17,16.44,18.8,43.37,60.68, , , , ,88.91,4,5,29.7,2.04, ,4,0,1
3857,0396,2,4,2,2,4,2,2, , ,24.82,38.54, ,56,99.79,26.09,34.37, ,76.01,108.78,4,4,42.2,10.32, ,4,0,1
3902,0400,1,4,1,2,4,2,2, , , ,20.46,28.06,38.68,55.03, , ,26.93,34.88,101.41,4,3,6.86,-9, ,4,0,1
3935,0403,2,4,1,2,5,2,1, ,.13, , ,42.53,72.05,104.82, , ,35.79,67.82,116.81, , , , ,1,5,1,1
3938,0403,1,4,2,2,1,1,2, ,1.16,33.21,47.78,50.93,68.04,109.54,32.16,41.66,44.35,74.68,128.53, , , , ,1,1,1,1
3965,0405,1,4,2,2,1,1,2, ,.68,37.17,48.85, ,69.03,104.57,40.65,56.53, ,70.9,131.91,4,2,1.15,0,1,1,1,1
3977,0407,2,4,1,2,1,1,2, ,.05,19.21,30.5, ,38.88,69.44,22.8,32.74, ,54,90.01,1,1,0,0,1,1,0,1
3978,0407,1,4,2,2,1,1,2, ,1.82,35.53,44.6, ,81.76,98.81,26.09,45.1, ,78.28,120.64,1,1,0,0,1,1,0,1
4028,0414,2,4,2,2,1,1,2, ,.66,31.65,32.84,39.27,54.84,97.21,34.05,47.74,53.77,81.6,125.45,4,1,10.47,.83,1,1,0,1
4034,0417,2,4,1,2,1,1,2, ,1,26.62,35.81, ,82.68,110.8,30.98,44.1, ,90.26,128.43, , , , ,1,1,1,1
4103,0429,2,4,1,2,1,1,2, , ,20.88,40.38, ,69,90.38,28.41,42.83, ,93.48,122.74,1,1,.87,1.73, ,1,0,1
4104,0429,1,4,2,2,1,1,2, ,.46,27.32,41.92, ,60.51,95.05,29.99,44.08, ,68.9,127.91,1,1,.87,1.73,1,1,0,1
4133,0431,1,4,1,2,1,1,1, , ,26.2,37.95, ,48.58,88.64,33.5,38.64, ,61.82,99.56,4,1,11.32,4.91, ,1,0,1
4149,0432,2,4,1,2,1,1,2, , ,26.71,42.34, ,84.97,108.13,29.33,37.65, ,75.47,125.02,4,1,17.27,5.76, ,1,1,1
4171,0433,2,4,2,2,1,1,1, ,.6,29.78,45.04, ,61.45,98.02,34.11,55.49, ,98.4,126.16,4,1,19.52,3.81,1,1,0,1
4172,0433,2,4,2,2,1,1,2,2.6,.86,29.73,44.56, ,69.38,101.6,28.15,48.64, ,85.83,123.96,4,1,19.52,3.81,1,1,1,1
4253,0440,1,4,1,2,1,1,1, ,.96,14.44,22.33,25.3,44.2,75.62,23.25,31.22,33.42,46.31,90.98,4,2,15.38,6.94,1,1,0,1
